"Ad report (Mar 14, 2014-Oct 19, 2014)",,,,,,,,,,,,,,,,,,,,,,,
Ad state,Ad,Description line 1,Description line 2,Display URL,Destination URL,Campaign,Ad group,Status,Clicks,Impressions,CTR,Avg. CPC,Cost,Avg. position,Ad ID,SU,FTE ,FTC,Imp-SU,Clicks-SU,Click-FTC,FTE Conversion%,FTC Conversion%
enabled,VerticalResponseå¨,Grow your Small Business with Email,Marketing from VerticalResponseå¨.,www.VerticalResponse.com,http://www.verticalresponse.com,VR Branded - CA,Verticle Response - Misspellings,approved,83,230,36.09%,0.14,11.79,1,39147734977,3,#N/A,#N/A,,3.61%,#N/A,#N/A,#N/A
enabled,Free HTML Email Service,Create Emails w/ Ease. Drag & Drop,Templates Look Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,top keyword: email services - exact,approved,38,4657,0.82%,10.51,399.38,4.7,39294349537,5,1,1,,13.16%,2.63%,20.00%,100.00%
enabled,Email Newsletter Software,Trusted by 600k+ for Engaging Email,Newsletters Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Newsletter Software,approved,12,254,4.72%,12.41,148.96,3.1,39149647537,1,1,#N/A,0.39%,8.33%,#N/A,100.00%,#N/A
enabled,Bulk Newsletter Company,Create and Send Bulk Newsletters,& Email Campaigns. Use Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Newsletter Company - Bulk,approved,0,0,0.00%,0,0,0,39301408417,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Newsletter Company,Create and Send Bulk HTML Email,Campaigns & Newsletters. Use Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Newsletter Company,approved,3,69,4.35%,19.51,58.54,2.1,39147954817,1,1,#N/A,,33.33%,#N/A,100.00%,#N/A
enabled,Email Marketing Software,"Design, Send & Track Newsletters.","Get Open-Rate, Unsubscribes & More!",www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Marketing Software - Nonbrand - Exact,approved,1,64,1.56%,16.04,16.04,1.6,39148355737,1,#N/A,#N/A,1.56%,100.00%,#N/A,#N/A,#N/A
enabled,Send & Track Newsletters,"Design, Send & Track your Mass",HTML Email & Newsletters. Use Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Newsletter - Free - Nonbrand - Phrase,approved,17,704,2.41%,3.43,58.3,1.5,39148728337,4,#N/A,#N/A,0.57%,23.53%,#N/A,#N/A,#N/A
enabled,Email Newsletter Software,Create and Send Bulk HTML Email,Campaigns & Newsletters. Use Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Newsletter Software,approved,1,79,1.27%,5.86,5.86,3,39149647057,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Start Email Advertising,Trusted by 600k+ for Reliable Email,Advertising Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Advertising Campaign,approved,0,24,0.00%,0,0,2.6,39148020337,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Start Email Newsletter $0,Create Impressive Email Newsletters,in Minutes. Free Template Designs!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Newsletters - Nonbrand - Exact,approved,9,702,1.28%,3.56,32.03,2.5,39148757017,2,#N/A,#N/A,0.28%,22.22%,#N/A,#N/A,#N/A
enabled,HTML Newsletter Software,Free HTML Newsletter Software,w/ Helpful Reporting & Statistics!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Newsletter Software - HTML,approved,4,33,12.12%,10.18,40.73,2.1,39294445417,1,#N/A,#N/A,,25.00%,#N/A,#N/A,#N/A
enabled,Free Mass Email Marketing,Reach New Customers w/ Mass Email &,Social. It's Free and Easy to Use!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Marketing - Mass,approved,1,8,12.50%,8.56,8.56,1.3,39148410337,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Best Free Email Marketing,Reach New Customers with Email &,Social. It's Free and Easy to Use!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Marketing - Best,approved,4,163,2.45%,6.4,25.58,2.5,39148632577,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send & Track Newsletters,Trusted by 600k+ for Engaging Email,Newsletters Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Newsletter - Nonbrand - Exact,approved,0,56,0.00%,0,0,5.1,39149230057,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Software,Create Emails w/ Ease. Drag & Drop,Templates Look Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Software - Bulk,approved,1,28,3.57%,5.11,5.11,5.7,39301696777,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Email Marketing Reporting,Free Email Marketing Software,w/ Helpful Reporting & Statistics!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Reporting,approved,11,699,1.57%,1.59,17.54,1.7,39301516417,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Email Sender,Create & Send Emails w/ Ease. Looks,Great On Any Device & It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Sender - Free,approved,18,241,7.47%,7.48,134.55,2.3,39294438577,1,#N/A,#N/A,,5.56%,#N/A,#N/A,#N/A
enabled,Email Newsletter Software,Create and Send Mass HTML Email,Campaigns & Newsletters. Use Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Newsletter Software - Mass,approved,0,0,0.00%,0,0,0,39301515937,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Mass Email Company,"Create, Send & Track Mass Email",Campaigns & Newsletters. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Company - Mass,approved,0,1,0.00%,0,0,1,39148212217,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Email Blast Template,Quickly Create Mass Email Blasts.,Drag & Drop Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Blast Template - Cheap,approved,3,21,14.29%,13.38,40.15,2,39147978337,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Marketing,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Marketing - Bulk - Free,approved,1,20,5.00%,6.31,6.31,1.3,39148025017,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Send Free Bulk Newsletter,Trusted by 600k+ for Bulk Email,Newsletters Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Newsletter - Bulk,approved,0,4,0.00%,0,0,1.3,39301637617,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Create & Send HTML Email,"Design, Send and Track HTML Emails.",Easy to Use. Try it Risk Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email - HTML - Free,approved,13,264,4.92%,1.65,21.41,1.6,39148581217,2,#N/A,#N/A,0.76%,15.38%,#N/A,#N/A,#N/A
enabled,Send Bulk Emails Free,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Campaign - Bulk,approved,0,3,0.00%,0,0,2,39149099257,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Email Newsletter Creator,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Newsletter Creator - Free,approved,4,96,4.17%,11.48,45.92,2.1,39148079617,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Email Newsletter Software,"Design, Send & Track your Email",Newsletters. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Newsletter Software,approved,3,153,1.96%,8.93,26.78,3,39149647177,1,#N/A,#N/A,0.65%,33.33%,#N/A,#N/A,#N/A
enabled,Mass Newsletter Software,Create and Send Mass HTML Email,Campaigns & Newsletters. Use Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Newsletter Software - Mass,approved,0,2,0.00%,0,0,2,39294433777,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Email Marketing Software,Unbelievably Simple Email Marketing,Send Email to your List in Minutes!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Marketing Software - Mass,approved,0,5,0.00%,0,0,3.2,39148851817,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Blaster,Easy to Use Email Blast Software,w/ Helpful Reporting & Statistics!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Blaster,approved,0,2,0.00%,0,0,2,39148344937,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send HTML Email Free,"Free Templates, Easy Drag & Drop",HTML Email Creator. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email - HTML - Free,approved,5,192,2.60%,17.62,88.09,1.6,39149053657,1,#N/A,#N/A,,20.00%,#N/A,#N/A,#N/A
enabled,Free eNewsletter Software,Easy to Use eNewsletter Software,w/ Helpful Reporting & Statistics!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,eNewsletter Software,approved,0,15,0.00%,0,0,1.5,39301448857,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Email Tracker,Track Engagement & Measure Campaign,Success Easily. Get Started Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Tracker,approved,5,261,1.92%,2.97,14.87,2.4,39148171417,1,#N/A,#N/A,0.38%,20.00%,#N/A,#N/A,#N/A
enabled,Free Newsletter Templates,Create Emails w/ Ease. Drag & Drop,Templates Look Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Newsletter Template - Business,approved,0,11,0.00%,0,0,1.1,39301464337,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Try Free Email Management,Trusted by 600k+ for Reliable Email,Management Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Management,approved,5,628,0.80%,3.19,15.97,2.6,39148269337,1,#N/A,#N/A,0.16%,20.00%,#N/A,#N/A,#N/A
enabled,Email Tracking Software,Track Engagement & Measure Campaign,Success Easily. Get Started Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Tracking,approved,12,693,1.73%,2.24,26.88,2,39149056777,1,#N/A,#N/A,,8.33%,#N/A,#N/A,#N/A
enabled,Email Newsletter Software,Email Newsletters Get Results. No,Contracts. Free Templates. Try Us!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Newsletter Software,approved,31,1321,2.35%,10.14,314.28,3,39149647417,8,2,1,0.61%,25.81%,3.23%,25.00%,50.00%
enabled,Send & Track Newsletters,Trusted by 600k+ for Engaging Email,Newsletters Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Newsletter,approved,3,381,0.79%,6.7,20.1,2.4,39149117377,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Email Newsletter Software,"Design, Send & Track your Email",Newsletters. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Newsletter Software - Free,approved,0,1,0.00%,0,0,2,39148374457,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Campaign Software,"Build, Send & Track Email Marketing",Campaigns. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Marketing Campaign Software,approved,2,65,3.08%,27.84,55.69,2.8,39147990097,1,#N/A,#N/A,,50.00%,#N/A,#N/A,#N/A
enabled,Email Newsletter Software,"Design, Send & Track your Mass",HTML Email & Newsletters. Use Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Newsletter Software,approved,11,348,3.16%,10.4,114.44,2.7,39149647297,1,#N/A,#N/A,0.29%,9.09%,#N/A,#N/A,#N/A
enabled,Bulk Newsletter Software,"Design, Send & Track your Bulk",HTML Email & Newsletters. Use Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Newsletter Software - Bulk,approved,0,0,0.00%,0,0,0,39149503057,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send Mass Email Free,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email - Mass - Free,approved,0,3,0.00%,0,0,1.3,39148347697,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Templates,Bulk Email Templates. Drag & Drop,Email Creator. Simple and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Template - Bulk,approved,0,1,0.00%,0,0,2,39148295497,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Bulk Newsletter Software,"Design, Send & Track your Email",Newsletters. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Newsletter Software - Bulk,approved,0,0,0.00%,0,0,0,39149502937,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Management Software,Quickly Create Professional Emails.,Drag & Drop Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Management Software,approved,10,1268,0.79%,6.44,64.44,6.7,39147764257,3,2,1,,30.00%,10.00%,66.67%,50.00%
enabled,Free eNewsletter Tracking,Track & Measure the Success of Your,eNewsletter Efforts. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,eNewsletter Tracking,approved,0,2,0.00%,0,0,1,39301504177,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Custom Sign Up Forms,Easily Capture Online Leads w/ Free,Customizable Sign Up Forms. Try Us!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - US,Sign Up Form - Free,approved,17,168,10.12%,2.48,42.11,1.5,40497307057,3,#N/A,#N/A,,17.65%,#N/A,#N/A,#N/A
enabled,Free HTML Email Service,Easy to Use Email Campaign Service,w/ Social Media Sharing Capability!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Service - Nonbrand - Phrase,approved,300,32492,0.92%,6.36,1906.55,3.6,39294408457,35,#N/A,#N/A,,11.67%,#N/A,#N/A,#N/A
enabled,Try Free Email Management,Trusted by 600k+ for Reliable Email,Management Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Management,approved,13,2464,0.53%,2.31,30.08,4.7,39147840577,1,1,#N/A,,7.69%,#N/A,100.00%,#N/A
enabled,Try Free Email Management,Trusted by 600k+ for Reliable Email,Management Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Management,approved,7,889,0.79%,6.52,45.66,2.2,39149154457,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Send & Track Newsletters,Create and Send Bulk HTML Email,Campaigns & Newsletters. Use Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Newsletter - Free - Nonbrand - Phrase,approved,15,698,2.15%,7.04,105.56,1.5,39148728097,2,1,#N/A,0.29%,13.33%,#N/A,50.00%,#N/A
enabled,Bulk Newsletter Software,Create and Send Bulk HTML Email,Campaigns & Newsletters. Use Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Newsletter Software - Bulk,approved,0,0,0.00%,0,0,0,39149502817,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Management Software,Quickly Create Professional Emails.,Drag & Drop Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Management Software,approved,0,26,0.00%,0,0,3.1,39149054737,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Templates,Create Impressive Email Newsletters,in Minutes. Free Template Designs!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Template - Bulk,approved,0,6,0.00%,0,0,1.3,39148295737,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Drag & Drop Newsletter,Create & Send Email Newsletter,Blasts. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Newsletter Blast - Free,approved,0,2,0.00%,0,0,1.5,39148114657,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Bulk Email Newsletter,Create and Send Bulk HTML Email,Campaigns & Newsletters. Use Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Newsletter - Bulk,approved,0,2,0.00%,0,0,1.5,39148403737,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Campaign Software,"Easily Create, Send & Track Emails.",98% Delivery Rate. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Campaign Software,approved,4,144,2.78%,8.37,33.48,1.5,39148233217,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Mass Email Software,Simple Mass Email Campaign Software,w/ Social Media Sharing Capability!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Software - Mass,approved,1,18,5.56%,24.08,24.08,1.8,39301719217,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Bulk Newsletter Software,Email Newsletters Get Results. No,Contracts. Free Templates. Try Us!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Newsletter Software - Bulk,approved,0,0,0.00%,0,0,0,39149503177,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Bulk Newsletter Software,Build Email Newsletter. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Newsletter Software - Bulk,approved,0,0,0.00%,0,0,0,39149502697,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free HTML Email Software,Create & Send HTML Email Campaigns.,Drag & Drop Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Software - HTML,approved,4,59,6.78%,4.31,17.23,2.3,39301673017,2,1,#N/A,,50.00%,#N/A,50.00%,#N/A
enabled,Email Campaign Tracking,Track & Manage the Success of Your,Email Marketing Efforts. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Campaign Tracking,approved,11,279,3.94%,16.43,180.77,1.5,39147945097,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free HTML Email Templates,Create Impressive Email Newsletters,in Minutes. Free Template Designs!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Template - HTML - Free,approved,10,114,8.77%,0.98,9.85,2.4,39148817737,3,#N/A,#N/A,2.63%,30.00%,#N/A,#N/A,#N/A
enabled,Bulk Newsletter Software,Trusted by 600k+ for Bulk Email,Newsletters Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Newsletter Software - Bulk,approved,0,0,0.00%,0,0,0,39149503297,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Newsletter Software,"Design, Send & Track your Mass",HTML Email & Newsletters. Use Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Newsletter Software - Free,approved,0,2,0.00%,0,0,8,39149618497,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Newsletter Software,"Design, Send & Track your Email",Newsletters. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Newsletter Software - Free,approved,0,1,0.00%,0,0,6,39149618377,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Marketing Software,Quickly Create Professional Emails.,Drag & Drop Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Marketing Software - Nonbrand - Phrase,approved,0,5,0.00%,0,0,5.4,39148939177,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Targeted Email Marketing,Easily Create Targeted Emails.,Drag & Drop. No Expertise Needed!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Marketing - Targeted,approved,7,352,1.99%,14.83,103.78,4.8,39148013977,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Send Bulk Email Blasts,Send Bulk Email Blasts to your List,all at once. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Blast,approved,110,6021,1.83%,12.45,1369.16,4.2,39148098817,20,2,2,,18.18%,1.82%,10.00%,100.00%
enabled,Easy Sign Up Form Creator,Easily Capture Online Leads w/ Free,Customizable Sign Up Forms. Try Us!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - ROW,Online Sign Up Form - Create,approved,0,0,0.00%,0,0,0,40497375217,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send & Track Newsletters,Build Email Newsletter. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Newsletter - Nonbrand - Exact,approved,0,72,0.00%,0,0,4.7,39149229457,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Email Newsletter Software,Email Newsletters Get Results. No,Contracts. Free Templates. Try Us!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Newsletter Software - Free,approved,0,2,0.00%,0,0,7,39149618617,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free HTML Email Service,Create & Send Email Campaigns.,Drag & Drop Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Service - Nonbrand - Exact,approved,6,249,2.41%,8.88,53.3,1.1,39301443337,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free & Easy Bulk Emailer,Create & Send Bulk Email Campaigns.,Drag & Drop Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Emailer - Bulk - Free,approved,7,10,70.00%,8.47,59.32,1.6,39301452217,4,#N/A,#N/A,40.00%,57.14%,#N/A,#N/A,#N/A
enabled,Email Newsletter Software,Create and Send Bulk HTML Email,Campaigns & Newsletters. Use Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email Newsletter Software - Free,approved,0,0,0.00%,0,0,0,39149618257,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free HTML Email Software,Simple HTML Email Campaign Software,w/ Social Media Sharing Capability!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Software - HTML,approved,0,2,0.00%,0,0,2,39301673737,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Free HTML Email Service,Easy Drag & Drop Email Campaign,Creator. Free Templates. Try Us!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Service - Nonbrand - Phrase,approved,43,5887,0.73%,4.56,196.23,4,39301720417,7,#N/A,#N/A,,16.28%,#N/A,#N/A,#N/A
enabled,Customer Email Management,"Create, Send & Manage Email",Campaigns & Newsletters. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Management - Customer,approved,1,22,4.55%,1.36,1.36,1.6,39148713457,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Marketing,Email Marketing Gets Results. See,How it Increases ROI - Risk Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Marketing - Bulk - Cheap,approved,0,3,0.00%,0,0,1,39147830617,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
enabled,Newsletter Advertising $0,"Design, Send & Track eNewsletter",Advertising. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Newsletter Advertising,approved,6,318,1.89%,3.73,22.4,1.6,39301494337,1,#N/A,#N/A,0.31%,16.67%,#N/A,#N/A,#N/A
enabled,Send & Track Newsletters,Trusted by 600k+ for Engaging Email,Newsletters Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Newsletter,approved,21,694,3.03%,6.24,130.98,2.4,39148912657,2,#N/A,#N/A,0.29%,9.52%,#N/A,#N/A,#N/A
enabled,Send HTML Email Free,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email - HTML - Free - Exact,approved,0,12,0.00%,0,0,2.3,39148595377,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Mass Email Software,Create & Send Mass Email Campaigns.,Drag & Drop Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,mass email software,approved,61,741,8.23%,13,793.21,1.9,39294398137,10,2,2,,16.39%,3.28%,20.00%,100.00%
enabled,Create & Send Email Blast,Quickly Create Professional eBlast.,Drag & Drop. No Expertise Needed!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Blast,approved,26,690,3.77%,2.88,74.95,2.1,39148557097,1,#N/A,#N/A,0.14%,3.85%,#N/A,#N/A,#N/A
enabled,Free HTML Email Templates,Trusted by 600k+ for HTML Email,Templates Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Template - HTML - Exact,approved,17,125,13.60%,3.04,51.65,1.6,39257691697,3,#N/A,#N/A,2.40%,17.65%,#N/A,#N/A,#N/A
enabled,Free Bulk Email Templates,Create Impressive Email Newsletters,in Minutes. Free Template Designs!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Template - Bulk - Free,approved,0,5,0.00%,0,0,2,39148131457,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A
